CustomerKey,CustomerName,Country,State,City,Gender,MaritalStatus,YearlyIncome,Occupation,DateFirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,SegmentOrder,Segment
18334,Edwin Ye,Australia,South Australia,Cloverdale,Male,Married,30000,Clerical,2005-12-07,92,2,4698.76,4,5,5,455,1,Champions
18335,Ricky Diaz,Australia,Queensland,Gold Coast,Male,Married,40000,Management,2005-12-06,70,2,6035.599999999999,5,5,5,555,1,Champions
18336,Carla Gonzalez,Australia,New South Wales,Malabar,Female,Married,40000,Management,2005-12-16,41,2,6145.07,5,5,5,555,1,Champions
18337,Audrey Serrano,Australia,Queensland,Townsville,Female,Single,50000,Management,2005-12-04,57,2,6021.62,5,5,5,555,1,Champions
18338,Nina Andersen,Australia,Victoria,Warrnambool,Female,Single,50000,Management,2005-12-05,48,2,6124.58,5,5,5,555,1,Champions
18339,Donna Nath,United States,California,Bellflower,Female,Single,40000,Skilled Manual,2008-04-15,108,1,13.98,4,1,1,411,5,New Customers
18340,Arianna Cooper,United States,California,Berkeley,Female,Single,40000,Skilled Manual,2008-05-11,82,1,39.980000000000004,4,1,1,411,5,New Customers
18341,Russell Goel,United States,California,Coronado,Male,Single,40000,Skilled Manual,2008-07-15,17,1,67.93,5,1,2,512,5,New Customers
18342,Victoria James,United States,California,National City,Female,Single,40000,Skilled Manual,2007-11-27,248,1,39.980000000000004,2,1,1,211,8,Hibernating customers
18343,Dalton Green,United States,California,Oakland,Male,Single,40000,Skilled Manual,2008-02-17,166,1,39.980000000000004,3,1,1,311,5,New Customers
18344,Caleb Turner,United States,California,Woodland Hills,Male,Single,60000,Skilled Manual,2008-04-21,102,1,1759.97,4,1,4,414,4,Promising
18345,Samantha Bryant,Canada,British Columbia,Metchosin,Female,Married,40000,Skilled Manual,2008-04-29,90,2,115.47,4,5,3,453,3,Potential Loyalist
18346,Anna Flores,United States,California,Imperial Beach,Female,Single,30000,Skilled Manual,2007-08-24,343,1,13.98,1,1,1,111,11,Lost customers
18347,Alyssa Clark,United States,California,Palo Alto,Female,Single,30000,Skilled Manual,2008-01-19,195,1,39.980000000000004,3,1,1,311,5,New Customers
18348,Katelyn Roberts,United States,California,San Gabriel,Female,Single,30000,Skilled Manual,2007-08-29,338,1,29.479999999999997,1,1,1,111,11,Lost customers
18349,Jacob Robinson,United States,California,Spring Valley,Male,Single,30000,Skilled Manual,2007-09-26,310,1,39.980000000000004,1,1,1,111,11,Lost customers
18350,Emma Ross,United States,California,West Covina,Female,Married,60000,Skilled Manual,2008-04-22,101,1,1735.98,4,1,4,414,4,Promising
18351,Alexander Smith,United States,California,Burlingame,Male,Married,70000,Skilled Manual,2008-05-26,67,1,2319.99,5,1,4,514,4,Promising
18352,Noah Thomas,United States,California,Chula Vista,Male,Married,80000,Management,2008-05-12,81,1,2334.9799999999996,4,1,4,414,4,Promising
18353,Robert Anderson,United States,Washington,Renton,Male,Married,80000,Management,2008-05-10,83,1,2316.97,4,1,4,414,4,Promising
18354,Alvin Nara,United States,California,Burlingame,Male,Married,170000,Management,2007-10-25,281,1,132.94,2,1,3,213,6,About To Sleep
18355,Edward Foster,Canada,British Columbia,Haney,Male,Married,90000,Management,2008-02-10,39,2,150.95,5,5,3,553,3,Potential Loyalist
18356,Alexander Lee,Canada,British Columbia,Sooke,Male,Married,90000,Skilled Manual,2008-05-17,31,2,149.91,5,5,3,553,3,Potential Loyalist
18357,Trinity Reed,United States,Washington,Issaquah,Female,Married,100000,Management,2008-05-03,90,1,2309.97,4,1,4,414,4,Promising
18358,Oscar Coleman,United States,California,Downey,Male,Married,30000,Skilled Manual,2007-10-12,294,1,39.980000000000004,1,1,1,111,11,Lost customers
18359,Alexandria Bryant,United States,California,Newport Beach,Female,Single,60000,Skilled Manual,2008-07-14,18,1,68.49,5,1,2,512,5,New Customers
18360,Eric Li,United States,California,Santa Cruz,Male,Married,60000,Skilled Manual,2008-04-01,122,1,1750.98,4,1,4,414,4,Promising
18361,Marcus Simmons,United States,California,West Covina,Male,Single,60000,Skilled Manual,2008-04-09,114,1,1750.98,4,1,4,414,4,Promising
18362,Erin Howard,Canada,British Columbia,Cliffside,Female,Married,40000,Skilled Manual,2008-06-02,60,1,1725.21,5,1,4,514,4,Promising
18363,Lucas Ward,Canada,British Columbia,Cliffside,Male,Married,40000,Skilled Manual,2008-06-22,40,1,1700.99,5,1,4,514,4,Promising
18364,Eduardo Gray,United States,Washington,Edmonds,Male,Married,40000,Skilled Manual,2007-09-11,325,1,124.99,1,1,3,113,11,Cannot Lose Them
18365,Daniel Lewis,United States,Washington,Renton,Male,Married,40000,Skilled Manual,2007-12-05,240,1,39.980000000000004,2,1,1,211,8,Hibernating customers
18366,Alexandria Richardson,United States,California,La Jolla,Female,Married,60000,Skilled Manual,2008-04-17,106,1,1775.47,4,1,4,414,4,Promising
18367,Edwin Wu,Australia,New South Wales,Rhodes,Male,Married,10000,Clerical,2008-07-19,13,1,21.49,5,1,1,511,5,New Customers
18368,Austin Hughes,Canada,British Columbia,Cliffside,Male,Married,60000,Skilled Manual,2008-06-21,41,1,1754.98,5,1,4,514,4,Promising
18369,Mandy He,United States,California,Chula Vista,Female,Married,60000,Skilled Manual,2008-04-14,109,1,1725.98,4,1,4,414,4,Promising
18370,Tristan Flores,United States,California,Santa Cruz,Male,Married,60000,Skilled Manual,2008-04-16,107,1,1700.99,4,1,4,414,4,Promising
18371,Jessica Morgan,United States,Washington,Lynnwood,Female,Married,60000,Skilled Manual,2008-04-12,111,1,1754.98,4,1,4,414,4,Promising
18372,Jeremiah Thomas,Canada,British Columbia,Westminster,Male,Married,50000,Skilled Manual,2008-06-14,48,1,1760.47,5,1,4,514,4,Promising
18373,Stephanie Roberts,United States,Oregon,Beaverton,Female,Married,50000,Skilled Manual,2008-04-15,108,1,1763.97,4,1,4,414,4,Promising
18374,Logan King,United States,Washington,Puyallup,Male,Married,100000,Professional,2007-09-18,318,1,12.940000000000001,1,1,1,111,11,Lost customers
18375,Michelle Morris,United States,California,Redwood City,Female,Married,150000,Management,2008-06-22,40,1,2344.9599999999996,5,1,4,514,4,Promising
18376,Abigail Diaz,United States,California,Novato,Female,Married,70000,Professional,2008-06-18,44,1,2369.97,5,1,4,514,4,Promising
18377,Madison Robinson,Canada,British Columbia,Metchosin,Female,Single,70000,Professional,2008-04-08,115,1,2394.97,4,1,4,414,4,Promising
18378,Dalton Foster,United States,California,Santa Monica,Male,Married,80000,Professional,2008-06-03,59,1,2439.99,5,1,4,514,4,Promising
18379,Abigail Robinson,Canada,British Columbia,Port Hammond,Female,Married,80000,Professional,2008-04-27,96,1,2362.27,4,1,4,414,4,Promising
18380,Kaitlyn Kelly,United States,Oregon,Milwaukie,Female,Married,80000,Professional,2008-01-06,208,1,12.940000000000001,2,1,1,211,8,Hibernating customers
18381,Katherine Ward,United States,California,Chula Vista,Female,Single,90000,Professional,2008-06-11,51,1,2359.4599999999996,5,1,4,514,4,Promising
18382,Isabella Garcia,Canada,British Columbia,Langley,Female,Married,80000,Professional,2008-02-08,124,2,204.94,4,5,3,453,3,Potential Loyalist
18383,Natalie Torres,United States,Washington,Marysville,Female,Single,90000,Professional,2008-02-03,180,1,13.98,3,1,1,311,5,New Customers
18384,Nicole Williams,United States,Washington,Port Orchard,Female,Single,90000,Professional,2007-08-13,354,1,103.48,1,1,3,113,11,Cannot Lose Them
18385,Miguel Gonzalez,United States,California,Burbank,Male,Married,110000,Management,2008-07-17,15,1,4.99,5,1,1,511,5,New Customers
18386,Kevin Shan,United States,California,El Cajon,Male,Married,120000,Professional,2008-06-12,50,1,2309.97,5,1,4,514,4,Promising
18387,Carlos Green,United States,California,National City,Male,Married,130000,Management,2007-10-05,301,1,4.99,1,1,1,111,11,Lost customers
18388,Julia Russell,United States,California,Spring Valley,Female,Married,150000,Management,2008-06-21,41,1,2337.27,5,1,4,514,4,Promising
18389,Marcus Gray,Canada,British Columbia,Cliffside,Male,Single,80000,Professional,2008-04-12,111,1,2401.45,4,1,4,414,4,Promising
18390,Blake Thompson,Canada,British Columbia,Cliffside,Male,Married,80000,Professional,2007-12-08,88,2,141.96,4,5,3,453,3,Potential Loyalist
18391,Jacqueline Russell,Canada,British Columbia,N. Vancouver,Female,Single,80000,Professional,2007-09-20,299,2,100.96,1,5,3,153,10,At Risk
18392,Jasmine Gonzales,Canada,British Columbia,Royal Oak,Female,Single,80000,Professional,2008-04-21,102,1,2342.93,4,1,4,414,4,Promising
18393,Angela Ross,United States,Oregon,Lake Oswego,Female,Married,100000,Professional,2008-06-04,58,1,2294.99,5,1,4,514,4,Promising
18394,Sean Wright,United States,Washington,Renton,Male,Married,100000,Professional,2008-06-18,44,1,2297.2799999999997,5,1,4,514,4,Promising
18395,Xavier Howard,United States,Oregon,Woodburn,Male,Married,100000,Professional,2008-06-08,54,1,2374.9799999999996,5,1,4,514,4,Promising
18396,Luke Parker,United States,Washington,Yakima,Male,Married,100000,Professional,2008-03-16,138,1,29.479999999999997,3,1,1,311,5,New Customers
18397,Louis Anand,United States,Georgia,Byron,Male,Married,100000,Professional,2008-05-10,83,1,4.99,4,1,1,411,5,New Customers
18398,Geoffrey Sanchez,United States,California,Colma,Male,Single,110000,Management,2008-06-12,50,1,2350.9599999999996,5,1,4,514,4,Promising
18399,Sara Torres,United States,California,Concord,Female,Single,120000,Professional,2008-06-05,57,1,2334.97,5,1,4,514,4,Promising
18400,Jeremiah Jackson,United States,California,Grossmont,Male,Single,120000,Professional,2008-06-30,32,1,2409.95,5,1,4,514,4,Promising
18401,Joshua Jones,Canada,British Columbia,Metchosin,Male,Single,70000,Professional,2008-04-29,94,1,2294.99,4,1,4,414,4,Promising
18402,Kimberly Kelly,United States,Washington,Ballard,Female,Married,80000,Professional,2008-03-01,153,1,4.99,3,1,1,311,5,New Customers
18403,Madeline Phillips,United States,Washington,Ballard,Female,Single,80000,Professional,2008-06-28,34,1,2318.9599999999996,5,1,4,514,4,Promising
18404,Alicia Raji,United States,Washington,Chehalis,Female,Married,80000,Professional,2008-03-16,138,1,4.99,3,1,1,311,5,New Customers
18405,Sheila Gutierrez,United States,California,Berkeley,Female,Married,110000,Management,2008-01-23,191,1,4.99,3,1,1,311,5,New Customers
18406,Zachary Ross,United States,California,Imperial Beach,Male,Single,130000,Management,2008-06-26,36,1,2354.99,5,1,4,514,4,Promising
18407,Maria Griffin,Canada,British Columbia,Westminster,Female,Married,60000,Professional,2007-10-08,106,2,63.25,4,5,2,452,3,Potential Loyalist
18408,Cody West,United States,Washington,Burien,Male,Single,60000,Professional,2008-05-09,84,1,12.940000000000001,4,1,1,411,5,New Customers
18409,Olivia Washington,United States,California,Bellflower,Female,Married,60000,Professional,2008-04-01,122,1,1728.27,4,1,4,414,4,Promising
18410,Joshua Davis,United States,California,Imperial Beach,Male,Married,60000,Professional,2008-04-02,121,1,58.980000000000004,4,1,2,412,5,New Customers
18411,Jack Powell,Canada,British Columbia,Westminster,Male,Married,60000,Professional,2007-12-21,191,2,56.96,3,5,2,352,3,Potential Loyalist
18412,Mary Parker,United States,California,El Cajon,Female,Single,70000,Professional,2008-06-22,40,1,2319.99,5,1,4,514,4,Promising
18413,Samuel Jackson,United States,California,Imperial Beach,Male,Married,80000,Professional,2008-06-26,36,1,2395.9599999999996,5,1,4,514,4,Promising
18414,Gabrielle Griffin,United States,Oregon,Beaverton,Female,Married,40000,Professional,2008-04-09,114,1,1760.47,4,1,4,414,4,Promising
18415,Summer Mehta,United States,California,Burlingame,Female,Married,70000,Management,2008-06-25,37,1,2454.9799999999996,5,1,4,514,4,Promising
18416,Emma Peterson,United States,Oregon,Portland,Female,Married,100000,Professional,2008-06-06,56,1,2369.9599999999996,5,1,4,514,4,Promising
18417,Jonathan Roberts,United States,California,Beverly Hills,Male,Married,110000,Professional,2008-02-04,179,1,39.980000000000004,3,1,1,311,5,New Customers
18418,Dawn Sun,United States,California,Concord,Female,Single,110000,Professional,2008-06-30,32,1,2322.2799999999997,5,1,4,514,4,Promising
18419,Rachel Johnson,United States,California,El Cajon,Female,Married,120000,Professional,2008-07-19,13,1,39.980000000000004,5,1,1,511,5,New Customers
18420,Riley Stewart,United States,California,San Carlos,Female,Married,160000,Professional,2008-06-09,53,1,2414.99,5,1,4,514,4,Promising
18421,Megan Morgan,United States,California,San Diego,Female,Married,170000,Management,2008-04-28,95,1,4.99,4,1,1,411,5,New Customers
18422,Taylor Jones,United States,California,Torrance,Female,Single,170000,Management,2008-06-10,52,1,2351.9599999999996,5,1,4,514,4,Promising
18423,Christian Jones,United States,California,San Carlos,Male,Single,80000,Skilled Manual,2007-09-26,310,1,4.99,1,1,1,111,11,Lost customers
18424,Samuel Williams,United States,California,Fremont,Male,Single,60000,Professional,2007-09-09,327,1,4.99,1,1,1,111,11,Lost customers
18425,Garrett Brooks,United States,California,El Cajon,Male,Married,60000,Professional,2008-03-14,140,1,4.99,3,1,1,311,5,New Customers
18426,Luke Gonzales,United States,California,Fremont,Male,Married,70000,Management,2008-06-27,35,1,2362.27,5,1,4,514,4,Promising
18427,Justin Diaz,United States,Oregon,Lebanon,Male,Married,70000,Management,2008-06-13,49,1,2334.4599999999996,5,1,4,514,4,Promising
18428,Alexis Henderson,United States,Oregon,Portland,Female,Single,70000,Management,2008-06-10,52,1,2332.2799999999997,5,1,4,514,4,Promising
18429,Faith Gonzales,United States,Washington,Tacoma,Female,Single,70000,Management,2008-06-11,51,1,2341.97,5,1,4,514,4,Promising
18430,Victoria Morgan,United States,Oregon,W. Linn,Female,Married,40000,Professional,2008-04-24,99,1,1775.47,4,1,4,414,4,Promising
18431,Cameron Hayes,United States,California,Lemon Grove,Male,Married,40000,Professional,2008-04-22,101,1,1754.98,4,1,4,414,4,Promising
18432,Jordan Lopez,United States,California,Burlingame,Female,Married,70000,Management,2008-06-09,53,1,2350.9599999999996,5,1,4,514,4,Promising
18433,Seth Ross,Canada,British Columbia,Oak Bay,Male,Married,70000,Management,2008-04-14,109,1,2329.9799999999996,4,1,4,414,4,Promising
18434,Clayton Stone,United States,California,Burlingame,Male,Married,80000,Management,2008-06-29,33,1,4.99,5,1,1,511,5,New Customers
18435,Maria Phillips,United States,Washington,Walla Walla,Female,Single,70000,Management,2008-06-09,53,1,2376.9599999999996,5,1,4,514,4,Promising
18436,Richard Johnson,United States,California,Santa Monica,Male,Married,80000,Management,2008-06-15,47,1,2294.99,5,1,4,514,4,Promising
18437,Isabella Butler,United States,California,Long Beach,Female,Married,70000,Management,2008-06-05,57,1,2359.9799999999996,5,1,4,514,4,Promising
18438,Sheila Sanz,United States,California,Colma,Female,Married,60000,Management,2008-04-25,98,1,1709.98,4,1,4,414,4,Promising
18439,Angela Coleman,United States,Washington,Marysville,Female,Married,60000,Management,2008-04-04,119,1,1700.99,4,1,4,414,4,Promising
18440,Joe Ashe,United States,California,Colma,Male,Married,60000,Management,2008-04-16,107,1,1775.47,4,1,4,414,4,Promising
18441,Tabitha Munoz,United States,California,Beverly Hills,Female,Married,70000,Management,2008-06-14,48,1,2380.47,5,1,4,514,4,Promising
18442,Mason Hill,United States,Washington,Marysville,Male,Single,70000,Management,2008-06-17,45,1,2312.2599999999998,5,1,4,514,4,Promising
18443,Ross Lopez,Australia,Queensland,East Brisbane,Male,Married,10000,Clerical,2008-06-19,43,1,60.470000000000006,5,1,2,512,5,New Customers
18444,Shannon Chow,Australia,Queensland,Hervey Bay,Female,Single,20000,Skilled Manual,2008-07-01,31,1,25.479999999999997,5,1,1,511,5,New Customers
18445,Colin Li,Australia,New South Wales,Malabar,Male,Married,20000,Skilled Manual,2007-12-13,232,1,21.49,2,1,1,211,8,Hibernating customers
18446,Larry Ramos,Australia,New South Wales,Malabar,Male,Married,20000,Skilled Manual,2008-03-25,129,1,21.49,4,1,1,411,5,New Customers
18447,Renee Ortega,Australia,New South Wales,Lane Cove,Female,Married,10000,Clerical,2007-11-18,257,1,21.49,2,1,1,211,8,Hibernating customers
18448,Jennifer Bailey,United States,California,Long Beach,Female,Married,60000,Skilled Manual,2008-04-15,108,1,1735.98,4,1,4,414,4,Promising
18449,Derrick Ramos,Canada,British Columbia,Cliffside,Male,Married,40000,Clerical,2007-08-22,209,2,100.94,2,5,3,253,10,At Risk
18450,Willie Shen,Australia,New South Wales,Newcastle,Male,Married,10000,Clerical,2008-05-01,92,1,25.479999999999997,4,1,1,411,5,New Customers
18451,Dale Pal,Australia,Victoria,South Melbourne,Male,Married,20000,Clerical,2008-05-24,69,1,75.47,5,1,2,512,5,New Customers
18452,Bruce Martinez,Australia,Victoria,Bendigo,Male,Married,30000,Clerical,2005-12-01,81,2,4752.75,4,5,5,455,1,Champions
18453,Caroline Patterson,United States,Oregon,Corvallis,Female,Single,40000,Skilled Manual,2008-05-07,86,1,4.99,4,1,1,411,5,New Customers
18454,George Perez,United States,California,Burbank,Male,Single,60000,Skilled Manual,2007-08-02,365,1,68.49,1,1,2,112,11,Lost customers
18455,Alejandro Wu,United States,California,Coronado,Male,Married,60000,Skilled Manual,2008-05-19,74,1,64.47,4,1,2,412,5,New Customers
18456,Timothy Bailey,United States,California,Grossmont,Male,Single,60000,Skilled Manual,2008-05-07,86,1,12.940000000000001,4,1,1,411,5,New Customers
18457,Olivia White,Australia,New South Wales,Wollongong,Female,Married,30000,Clerical,2005-12-08,53,2,4826.23,5,5,5,555,1,Champions
18458,Gregory She,Australia,Victoria,Melbourne,Male,Single,30000,Clerical,2005-12-21,47,2,4733.75,5,5,5,555,1,Champions
18459,Toni Sai,United States,California,Concord,Female,Single,30000,Skilled Manual,2007-12-03,242,1,588.96,2,1,3,213,6,About To Sleep
18460,Faith Butler,United States,California,Santa Cruz,Female,Single,70000,Skilled Manual,2008-06-07,55,1,2341.97,5,1,4,514,4,Promising
18461,Tina Martinez,Australia,New South Wales,Springwood,Female,Married,30000,Skilled Manual,2005-12-15,53,2,4748.24,5,5,5,555,1,Champions
18462,Clarence Zhu,Australia,Victoria,Sunbury,Male,Married,30000,Skilled Manual,2005-12-23,48,2,4752.75,5,5,5,555,1,Champions
18463,Adriana Suri,Australia,New South Wales,Lane Cove,Female,Married,30000,Skilled Manual,2005-12-15,58,2,4726.04,5,5,5,555,1,Champions
18464,Toni Suri,Australia,New South Wales,Newcastle,Female,Married,30000,Skilled Manual,2005-12-25,43,2,4698.76,5,5,5,555,1,Champions
18465,Jamie Yang,Australia,Victoria,Sunbury,Female,Single,30000,Skilled Manual,2005-12-05,42,2,4752.75,5,5,5,555,1,Champions
18466,Joy Gutierrez,Australia,South Australia,Perth,Female,Married,40000,Skilled Manual,2008-05-14,20,2,97.96,5,5,3,553,3,Potential Loyalist
18467,Darren Townsend,Australia,Queensland,Gold Coast,Male,Single,40000,Skilled Manual,2005-12-08,394,2,5279.26,1,5,5,155,11,Cannot Lose Them
18468,Joel Sanchez,Australia,New South Wales,Goulburn,Male,Single,40000,Skilled Manual,2005-12-15,391,2,5333.25,1,5,5,155,11,Cannot Lose Them
18469,Robyn Rubio,Australia,Victoria,Melbourne,Female,Single,80000,Skilled Manual,2005-12-23,349,2,6021.62,1,5,5,155,11,Cannot Lose Them
18470,Jennifer Taylor,Australia,Victoria,Melton,Female,Single,80000,Skilled Manual,2005-12-11,364,2,6021.62,1,5,5,155,11,Cannot Lose Them
18471,Paige Stewart,United States,Washington,Burien,Female,Single,30000,Skilled Manual,2008-01-19,195,1,539.99,3,1,3,313,4,Promising
18472,Hannah Ross,United States,Washington,Puyallup,Female,Single,30000,Skilled Manual,2008-07-07,25,1,79.47,5,1,2,512,5,New Customers
18473,Nathaniel Rogers,United States,California,La Jolla,Male,Married,60000,Skilled Manual,2008-02-07,176,1,127.28,3,1,3,313,4,Promising
18474,James Smith,United States,California,Long Beach,Male,Married,60000,Skilled Manual,2008-04-04,119,1,39.980000000000004,4,1,1,411,5,New Customers
18475,Natalie Brown,United States,Washington,Yakima,Female,Single,30000,Skilled Manual,2008-01-05,209,1,616.91,2,1,3,213,6,About To Sleep
18476,Brooke Rogers,United States,California,Berkeley,Female,Single,30000,Skilled Manual,2008-01-05,209,1,616.91,2,1,3,213,6,About To Sleep
18477,Angelica Hughes,United States,California,Lincoln Acres,Female,Single,60000,Skilled Manual,2007-08-27,340,1,13.98,1,1,1,111,11,Lost customers
18478,Eduardo Roberts,United States,California,Bellflower,Male,Married,70000,Professional,2008-06-09,53,1,2380.47,5,1,4,514,4,Promising
18479,Stacey Chen,United States,Washington,Burien,Female,Married,70000,Professional,2008-06-20,42,1,2351.9599999999996,5,1,4,514,4,Promising
18480,Heidi Suri,United States,California,Burlingame,Female,Single,70000,Professional,2008-06-20,42,1,2329.99,5,1,4,514,4,Promising
18481,Tanya Romero,United States,California,Colma,Female,Married,70000,Professional,2008-06-06,56,1,2318.9599999999996,5,1,4,514,4,Promising
18482,Sharon Nara,Australia,New South Wales,Coffs Harbour,Female,Single,80000,Skilled Manual,2005-12-22,359,2,6030.61,1,5,5,155,11,Cannot Lose Them
18483,Byron Gill,Australia,South Australia,Perth,Male,Single,80000,Skilled Manual,2005-12-28,350,2,6056.61,1,5,5,155,11,Cannot Lose Them
18484,Dustin Sharma,Australia,New South Wales,Darlinghurst,Male,Single,80000,Skilled Manual,2005-12-08,358,2,6093.2,1,5,5,155,11,Cannot Lose Them
18485,Devin Gonzalez,Australia,Victoria,Melbourne,Male,Single,80000,Skilled Manual,2005-12-26,337,2,6063.21,1,5,5,155,11,Cannot Lose Them
18486,Kari Torres,Australia,New South Wales,St. Leonards,Female,Single,70000,Skilled Manual,2005-12-03,332,2,6021.62,1,5,5,155,11,Cannot Lose Them
18487,Tasha Nath,Australia,Victoria,Sunbury,Female,Single,70000,Skilled Manual,2005-12-08,316,2,6021.62,1,5,5,155,11,Cannot Lose Them
18488,Clayton Xu,Australia,Queensland,Townsville,Male,Married,70000,Skilled Manual,2005-12-03,331,2,6056.61,1,5,5,155,11,Cannot Lose Them
18489,Johnny Nara,Australia,New South Wales,Silverwater,Male,Married,70000,Skilled Manual,2005-12-16,333,2,6081.099999999999,1,5,5,155,11,Cannot Lose Them
18490,Brad Rai,Australia,Queensland,Hervey Bay,Male,Single,70000,Professional,2005-12-19,309,2,6029.57,1,5,5,155,11,Cannot Lose Them
18491,Michele Gonzalez,Australia,New South Wales,Darlinghurst,Female,Single,70000,Professional,2005-12-15,306,2,6056.61,1,5,5,155,11,Cannot Lose Them
18492,Tamara Johnston,Australia,New South Wales,St. Leonards,Female,Single,100000,Management,2008-01-02,179,2,218.26,3,5,3,353,3,Potential Loyalist
18493,Kaitlin McDonald,Australia,New South Wales,Malabar,Female,Married,100000,Management,2005-12-17,316,2,6029.57,1,5,5,155,11,Cannot Lose Them
18494,Marcus Young,Australia,New South Wales,Goulburn,Male,Married,110000,Management,2005-12-29,325,2,6037.89,1,5,5,155,11,Cannot Lose Them
18495,Jeremy Phillips,Australia,Victoria,Melbourne,Male,Single,120000,Management,2005-12-08,317,2,6021.62,1,5,5,155,11,Cannot Lose Them
18496,Vincent Zheng,Australia,Queensland,Hervey Bay,Male,Single,130000,Management,2005-12-11,317,2,6121.71,1,5,5,155,11,Cannot Lose Them
18497,Fernando Evans,United States,Oregon,Woodburn,Male,Single,80000,Management,2008-06-12,50,1,2329.9799999999996,5,1,4,514,4,Promising
18498,Zachary Russell,United States,California,Redwood City,Male,Single,80000,Management,2008-03-11,143,1,54.980000000000004,3,1,2,312,6,About To Sleep
18499,Darren Rodriguez,United States,Washington,Burien,Male,Single,60000,Professional,2008-07-21,11,1,4.99,5,1,1,511,5,New Customers
18500,Jose Brown,United States,Oregon,Corvallis,Male,Married,60000,Professional,2008-06-13,49,1,39.980000000000004,5,1,1,511,5,New Customers
18501,Alexandra Powell,United States,Washington,Walla Walla,Female,Single,60000,Professional,2008-04-04,119,1,1750.98,4,1,4,414,4,Promising
18502,Pamela Madan,United States,California,Chula Vista,Female,Married,60000,Professional,2008-04-06,117,1,1760.47,4,1,4,414,4,Promising
18503,Timothy Peterson,United States,California,Santa Cruz,Male,Single,150000,Management,2008-07-28,4,1,123.97999999999999,5,1,3,513,4,Promising
18504,Angel Adams,United States,California,Burlingame,Male,Married,70000,Skilled Manual,2008-01-10,204,1,128.97,3,1,3,313,4,Promising
18505,Carol Scott,United States,California,San Francisco,Female,Married,60000,Professional,2008-07-24,8,1,13.98,5,1,1,511,5,New Customers
18506,Evan Bradley,Canada,British Columbia,Langley,Male,Married,60000,Professional,2007-12-26,118,2,101.94000000000001,4,5,3,453,3,Potential Loyalist
18507,Edward Baker,United States,California,San Francisco,Male,Married,60000,Professional,2008-07-06,26,1,103.48,5,1,3,513,4,Promising
18508,Michele Chander,United States,California,Berkeley,Female,Single,70000,Professional,2008-06-15,47,1,2359.9599999999996,5,1,4,514,4,Promising
18509,Xavier Foster,United States,California,Palo Alto,Male,Married,60000,Professional,2007-11-22,253,1,59.980000000000004,2,1,2,212,8,Hibernating customers
18510,Samuel Washington,United States,California,West Covina,Male,Single,60000,Professional,2007-11-02,273,1,4.99,2,1,1,211,8,Hibernating customers
18511,Mya Jenkins,United States,California,National City,Female,Single,70000,Professional,2008-06-17,45,1,2465.93,5,1,4,514,4,Promising
18512,Alex Torres,United States,California,Lincoln Acres,Male,Married,70000,Professional,2008-06-08,54,1,2349.9799999999996,5,1,4,514,4,Promising
18513,Edwin Xu,United States,California,Burlingame,Male,Married,70000,Professional,2008-06-07,55,1,2341.97,5,1,4,514,4,Promising
18514,Anne Romero,United States,California,Bellflower,Female,Single,70000,Professional,2008-06-09,53,1,2389.9599999999996,5,1,4,514,4,Promising
18515,Gabrielle Patterson,United States,Oregon,Milwaukie,Female,Married,70000,Professional,2008-06-17,45,1,2396.9399999999996,5,1,4,514,4,Promising
18516,Juan Brooks,United States,Washington,Renton,Male,Single,70000,Management,2008-06-28,34,1,2404.91,5,1,4,514,4,Promising
18517,Tristan Diaz,United States,Washington,Issaquah,Male,Married,100000,Management,2008-03-19,135,1,78.97999999999999,3,1,2,312,6,About To Sleep
18518,Stephanie Scott,United States,Washington,Lynnwood,Female,Single,100000,Management,2008-06-24,38,1,2379.95,5,1,4,514,4,Promising
18519,Alex Cook,United States,California,Bellflower,Male,Married,100000,Professional,2008-06-09,53,1,2362.27,5,1,4,514,4,Promising
18520,Rafael Huang,United States,California,Chula Vista,Male,Married,110000,Management,2007-10-18,288,1,78.97999999999999,2,1,2,212,8,Hibernating customers
18521,Meghan Rowe,United States,California,Chula Vista,Female,Married,110000,Management,2007-09-19,317,1,119.97999999999999,1,1,3,113,11,Cannot Lose Them
18522,Jeremiah Smith,United States,California,Long Beach,Male,Married,130000,Management,2007-09-25,311,1,69.99,1,1,2,112,11,Lost customers
18523,Samuel Foster,Canada,British Columbia,Metchosin,Male,Married,80000,Management,2007-09-18,178,2,160.94,3,5,3,353,3,Potential Loyalist
18524,Edward Alexander,Canada,British Columbia,Port Hammond,Male,Married,80000,Management,2008-02-20,58,2,195.95000000000002,5,5,3,553,3,Potential Loyalist
18525,Jack Lal,Canada,British Columbia,Metchosin,Male,Married,60000,Professional,2008-06-08,54,1,1735.98,5,1,4,514,4,Promising
18526,Kevin Hernandez,United States,California,San Francisco,Male,Single,70000,Professional,2008-06-26,36,1,2317.9199999999996,5,1,4,514,4,Promising
18527,Jonathan Baker,United States,Washington,Tacoma,Male,Married,70000,Skilled Manual,2008-06-01,61,1,2319.99,5,1,4,514,4,Promising
18528,John Rodriguez,United States,California,Lakewood,Male,Married,70000,Skilled Manual,2008-06-07,55,1,2381.9399999999996,5,1,4,514,4,Promising
18529,Albert Castro,United States,Virginia,Chantilly,Male,Single,40000,Skilled Manual,2008-07-31,1,1,39.980000000000004,5,1,1,511,5,New Customers
